Name,Value,Timestamp,Step
"train_loss",1.583674669265747,1590185330815,25
"valid_loss",3.9749417,1590185330815,25
"accuracy",0.4513475000858307,1590185330815,25
"mrr",0.5165332555770874,1590185330815,25
"Perplexity",53.247013092041016,1590185330815,25
"train_loss",1.6209553480148315,1590185468694,26
"valid_loss",3.9511616,1590185468694,26
"accuracy",0.4521247148513794,1590185468694,26
"mrr",0.5171190500259399,1590185468694,26
"Perplexity",51.995731353759766,1590185468694,26
"train_loss",1.5050861835479736,1590185606362,27
"valid_loss",3.95811,1590185606362,27
"accuracy",0.4516204297542572,1590185606362,27
"mrr",0.5169476270675659,1590185606362,27
"Perplexity",52.35831832885742,1590185606362,27
"train_loss",1.626596212387085,1590185743931,28
"valid_loss",3.9570963,1590185743931,28
"accuracy",0.4506531357765198,1590185743931,28
"mrr",0.516708493232727,1590185743931,28
"Perplexity",52.30522537231445,1590185743931,28
"train_loss",1.5893810987472534,1590185881514,29
"valid_loss",3.9548628,1590185881514,29
"accuracy",0.4527612626552582,1590185881514,29
"mrr",0.5181264281272888,1590185881514,29
"Perplexity",52.188533782958984,1590185881514,29
"train_loss",1.6033271551132202,1590186019192,30
"valid_loss",3.9589427,1590186019192,30
"accuracy",0.4523726999759674,1590186019192,30
"mrr",0.5177242755889893,1590186019192,30
"Perplexity",52.40188980102539,1590186019192,30
"train_loss",1.526824712753296,1590186156964,31
"valid_loss",3.964479,1590186156964,31
"accuracy",0.4526786208152771,1590186156964,31
"mrr",0.5181004405021667,1590186156964,31
"Perplexity",52.69278335571289,1590186156964,31
"train_loss",1.513631820678711,1590186294323,32
"valid_loss",3.9578269,1590186294323,32
"accuracy",0.4535714387893677,1590186294323,32
"mrr",0.518747091293335,1590186294323,32
"Perplexity",52.343475341796875,1590186294323,32
"train_loss",1.4899182319641113,1590186431963,33
"valid_loss",3.956169,1590186431963,33
"accuracy",0.45251327753067017,1590186431963,33
"mrr",0.5182119011878967,1590186431963,33
"Perplexity",52.2567024230957,1590186431963,33
"train_loss",1.519538402557373,1590186569684,34
"valid_loss",3.9628632,1590186569684,34
"accuracy",0.4537532925605774,1590186569684,34
"mrr",0.5187429785728455,1590186569684,34
"Perplexity",52.60771179199219,1590186569684,34
"train_loss",1.494591474533081,1590186707245,35
"valid_loss",3.9584494,1590186707245,35
"accuracy",0.4533647298812866,1590186707245,35
"mrr",0.5187205076217651,1590186707245,35
"Perplexity",52.37607192993164,1590186707245,35
"train_loss",1.5569298267364502,1590186844831,36
"valid_loss",3.9577053,1590186844831,36
"accuracy",0.45360442996025085,1590186844831,36
"mrr",0.5188406705856323,1590186844831,36
"Perplexity",52.3370475769043,1590186844831,36
"train_loss",1.4766680002212524,1590186982494,37
"valid_loss",3.9604318,1590186982494,37
"accuracy",0.45341435074806213,1590186982494,37
"mrr",0.5186313390731812,1590186982494,37
"Perplexity",52.47998046875,1590186982494,37
"train_loss",1.5063891410827637,1590187119940,38
"valid_loss",3.9582438,1590187119940,38
"accuracy",0.45353004336357117,1590187119940,38
"mrr",0.5187939405441284,1590187119940,38
"Perplexity",52.365257263183594,1590187119940,38
